nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity,    x-coordinate,    y-coordinate
      4093, 7.265625000E-01, 2.421875000E-01, 5.120589260E-03,-8.196087760E-02,-5.593671528E-02, 7.265625000E-01, 2.421875000E-01
      4094, 7.343750000E-01, 2.421875000E-01, 5.166176738E-03,-7.861322365E-02,-5.626059204E-02, 7.343750000E-01, 2.421875000E-01
      4095, 7.421875000E-01, 2.421875000E-01, 5.196302373E-03,-7.521833113E-02,-5.641152941E-02, 7.421875000E-01, 2.421875000E-01
      4096, 7.500000000E-01, 2.421875000E-01, 5.210667454E-03,-7.178623140E-02,-5.638777417E-02, 7.500000000E-01, 2.421875000E-01
      4097, 7.578125000E-01, 2.421875000E-01, 5.209139557E-03,-6.832726736E-02,-5.618842001E-02, 7.578125000E-01, 2.421875000E-01
      4098, 7.656250000E-01, 2.421875000E-01, 5.191657638E-03,-6.485201699E-02,-5.581343377E-02, 7.656250000E-01, 2.421875000E-01
      4099, 7.734375000E-01, 2.421875000E-01, 5.158265870E-03,-6.137126453E-02,-5.526369328E-02, 7.734375000E-01, 2.421875000E-01
      4100, 7.812500000E-01, 2.421875000E-01, 5.109106795E-03,-5.789593528E-02,-5.454101032E-02, 7.812500000E-01, 2.421875000E-01
      4101, 7.890625000E-01, 2.421875000E-01, 5.044416669E-03,-5.443705609E-02,-5.364815604E-02, 7.890625000E-01, 2.421875000E-01
      4102, 7.968750000E-01, 2.421875000E-01, 4.964518423E-03,-5.100566947E-02,-5.258886633E-02, 7.968750000E-01, 2.421875000E-01
      4103, 8.046875000E-01, 2.421875000E-01, 4.869843341E-03,-4.761278569E-02,-5.136785840E-02, 8.046875000E-01, 2.421875000E-01
      4104, 8.125000000E-01, 2.421875000E-01, 4.760913757E-03,-4.426933977E-02,-4.999084392E-02, 8.125000000E-01, 2.421875000E-01
      4105, 8.203125000E-01, 2.421875000E-01, 4.638323309E-03,-4.098609998E-02,-4.846451386E-02, 8.203125000E-01, 2.421875000E-01
      4106, 8.281250000E-01, 2.421875000E-01, 4.502742461E-03,-3.777361496E-02,-4.679653151E-02, 8.281250000E-01, 2.421875000E-01
      4107, 8.359375000E-01, 2.421875000E-01, 4.354912748E-03,-3.464215103E-02,-4.499552055E-02, 8.359375000E-01, 2.421875000E-01
      4108, 8.437500000E-01, 2.421875000E-01, 4.195639542E-03,-3.160162921E-02,-4.307104354E-02, 8.437500000E-01, 2.421875000E-01
      4109, 8.515625000E-01, 2.421875000E-01, 4.025782273E-03,-2.866156574E-02,-4.103357605E-02, 8.515625000E-01, 2.421875000E-01
      4110, 8.593750000E-01, 2.421875000E-01, 3.846249151E-03,-2.583101080E-02,-3.889447555E-02, 8.593750000E-01, 2.421875000E-01
      4111, 8.671875000E-01, 2.421875000E-01, 3.657970504E-03,-2.311850115E-02,-3.666594359E-02, 8.671875000E-01, 2.421875000E-01
      4112, 8.750000000E-01, 2.421875000E-01, 3.461926556E-03,-2.053199419E-02,-3.436098928E-02, 8.750000000E-01, 2.421875000E-01
      4113, 8.828125000E-01, 2.421875000E-01, 3.259149049E-03,-1.807884521E-02,-3.199337342E-02, 8.828125000E-01, 2.421875000E-01
      4114, 8.906250000E-01, 2.421875000E-01, 3.050611268E-03,-1.576573273E-02,-2.957756746E-02, 8.906250000E-01, 2.421875000E-01
      4115, 8.984375000E-01, 2.421875000E-01, 2.837313061E-03,-1.359863416E-02,-2.712871111E-02, 8.984375000E-01, 2.421875000E-01
      4116, 9.062500000E-01, 2.421875000E-01, 2.620283317E-03,-1.158281618E-02,-2.466254053E-02, 9.062500000E-01, 2.421875000E-01
      4117, 9.140625000E-01, 2.421875000E-01, 2.400514094E-03,-9.722767855E-03,-2.219533458E-02, 9.140625000E-01, 2.421875000E-01
      4118, 9.218750000E-01, 2.421875000E-01, 2.178980289E-03,-8.022212772E-03,-1.974385866E-02, 9.218750000E-01, 2.421875000E-01
      4119, 9.296875000E-01, 2.421875000E-01, 1.956651568E-03,-6.484064232E-03,-1.732530279E-02, 9.296875000E-01, 2.421875000E-01
      4120, 9.375000000E-01, 2.421875000E-01, 1.734413001E-03,-5.110467494E-03,-1.495721742E-02, 9.375000000E-01, 2.421875000E-01
      4121, 9.453125000E-01, 2.421875000E-01, 1.513239214E-03,-3.902687560E-03,-1.265745165E-02, 9.453125000E-01, 2.421875000E-01
      4122, 9.531250000E-01, 2.421875000E-01, 1.293781573E-03,-2.861366032E-03,-1.044408014E-02, 9.531250000E-01, 2.421875000E-01
      4123, 9.609375000E-01, 2.421875000E-01, 1.077402723E-03,-1.985944763E-03,-8.335351136E-03, 9.609375000E-01, 2.421875000E-01
      4124, 9.687500000E-01, 2.421875000E-01, 8.639033592E-04,-1.275940312E-03,-6.349577057E-03, 9.687500000E-01, 2.421875000E-01
      4125, 9.765625000E-01, 2.421875000E-01, 6.563331183E-04,-7.281714574E-04,-4.505138502E-03, 9.765625000E-01, 2.421875000E-01
      4126, 9.843750000E-01, 2.421875000E-01, 4.530138279E-04,-3.431433527E-04,-2.820226137E-03, 9.843750000E-01, 2.421875000E-01
      4127, 9.921875000E-01, 2.421875000E-01, 2.965314580E-04,-1.089067960E-04,-1.313090225E-03, 9.921875000E-01, 2.421875000E-01
      4128, 1.000000000E+00, 2.421875000E-01, 2.422028857E-04, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 2.421875000E-01
      4129, 5.551115123E-17, 2.500000000E-01, 2.013927817E-03, 0.000000000E+00, 0.000000000E+00, 5.551115123E-17, 2.500000000E-01
      4130, 7.812500000E-03, 2.500000000E-01, 1.938467905E-03,-1.805271871E-04, 3.384659084E-03, 7.812500000E-03, 2.500000000E-01
      4131, 1.562500000E-02, 2.500000000E-01, 1.716237655E-03,-5.517754012E-04, 6.696264522E-03, 1.562500000E-02, 2.500000000E-01
      4132, 2.343750000E-02, 2.500000000E-01, 1.439690129E-03,-1.135666727E-03, 9.924638040E-03, 2.343750000E-02, 2.500000000E-01
      4133, 3.125000000E-02, 2.500000000E-01, 1.183285901E-03,-1.934684251E-03, 1.305949366E-02, 3.125000000E-02, 2.500000000E-01
      4134, 3.906250000E-02, 2.500000000E-01, 9.408386231E-04,-2.928655822E-03, 1.609243480E-02, 3.906250000E-02, 2.500000000E-01
      4135, 4.687500000E-02, 2.500000000E-01, 7.160514864E-04,-4.107403230E-03, 1.901622157E-02, 4.687500000E-02, 2.500000000E-01
      4136, 5.468750000E-02, 2.500000000E-01, 5.062881689E-04,-5.457425010E-03, 2.182497813E-02, 5.468750000E-02, 2.500000000E-01
      4137, 6.250000000E-02, 2.500000000E-01, 3.117984641E-04,-6.967426852E-03, 2.451392951E-02, 6.250000000E-02, 2.500000000E-01
      4138, 7.031250000E-02, 2.500000000E-01, 1.313621718E-04,-8.625886805E-03, 2.707937274E-02, 7.031250000E-02, 2.500000000E-01
      4139, 7.812500000E-02, 2.500000000E-01,-3.570602860E-05,-1.042214611E-02, 2.951854989E-02, 7.812500000E-02, 2.500000000E-01
      4140, 8.593750000E-02, 2.500000000E-01,-1.903386936E-04,-1.234594059E-02, 3.182955769E-02, 8.593750000E-02, 2.500000000E-01
      4141, 9.375000000E-02, 2.500000000E-01,-3.333986553E-04,-1.438755432E-02, 3.401125398E-02, 9.375000000E-02, 2.500000000E-01
      4142, 1.015625000E-01, 2.500000000E-01,-4.656607034E-04,-1.653774972E-02, 3.606317034E-02, 1.015625000E-01, 2.500000000E-01
      4143, 1.093750000E-01, 2.500000000E-01,-5.878874852E-04,-1.878774560E-02, 3.798542218E-02, 1.093750000E-01, 2.500000000E-01
      4144, 1.171875000E-01, 2.500000000E-01,-7.008696254E-04,-2.112917590E-02, 3.977863579E-02, 1.171875000E-01, 2.500000000E-01
      4145, 1.250000000E-01, 2.500000000E-01,-8.053026938E-04,-2.355411750E-02, 4.144386203E-02, 1.250000000E-01, 2.500000000E-01
      4146, 1.328125000E-01, 2.500000000E-01,-9.018653608E-04,-2.605501696E-02, 4.298250594E-02, 1.328125000E-01, 2.500000000E-01
      4147, 1.406250000E-01, 2.500000000E-01,-9.911871216E-04,-2.862468835E-02, 4.439625932E-02, 1.406250000E-01, 2.500000000E-01
      4148, 1.484375000E-01, 2.500000000E-01,-1.073856398E-03,-3.125628173E-02, 4.568703696E-02, 1.484375000E-01, 2.500000000E-01
      4149, 1.562500000E-01, 2.500000000E-01,-1.150415208E-03,-3.394326164E-02, 4.685691878E-02, 1.562500000E-01, 2.500000000E-01
      4150, 1.640625000E-01, 2.500000000E-01,-1.221360044E-03,-3.667938238E-02, 4.790809663E-02, 1.640625000E-01, 2.500000000E-01
      4151, 1.718750000E-01, 2.500000000E-01,-1.287140967E-03,-3.945866481E-02, 4.884282649E-02, 1.718750000E-01, 2.500000000E-01
      4152, 1.796875000E-01, 2.500000000E-01,-1.348162882E-03,-4.227537372E-02, 4.966338570E-02, 1.796875000E-01, 2.500000000E-01
      4153, 1.875000000E-01, 2.500000000E-01,-1.404784451E-03,-4.512399619E-02, 5.037203553E-02, 1.875000000E-01, 2.500000000E-01
      4154, 1.953125000E-01, 2.500000000E-01,-1.457318690E-03,-4.799922028E-02, 5.097098847E-02, 1.953125000E-01, 2.500000000E-01
      4155, 2.031250000E-01, 2.500000000E-01,-1.506033735E-03,-5.089591474E-02, 5.146238080E-02, 2.031250000E-01, 2.500000000E-01
      4156, 2.109375000E-01, 2.500000000E-01,-1.551153727E-03,-5.380910975E-02, 5.184824983E-02, 2.109375000E-01, 2.500000000E-01
      4157, 2.187500000E-01, 2.500000000E-01,-1.592859776E-03,-5.673397853E-02, 5.213051590E-02, 2.187500000E-01, 2.500000000E-01
      4158, 2.265625000E-01, 2.500000000E-01,-1.631291138E-03,-5.966582003E-02, 5.231096889E-02, 2.265625000E-01, 2.500000000E-01
      4159, 2.343750000E-01, 2.500000000E-01,-1.666546463E-03,-6.260004259E-02, 5.239125897E-02, 2.343750000E-01, 2.500000000E-01
      4160, 2.421875000E-01, 2.500000000E-01,-1.698685264E-03,-6.553214867E-02, 5.237289140E-02, 2.421875000E-01, 2.500000000E-01
      4161, 2.500000000E-01, 2.500000000E-01,-1.727729448E-03,-6.845772069E-02, 5.225722523E-02, 2.500000000E-01, 2.500000000E-01
      4162, 2.578125000E-01, 2.500000000E-01,-1.753665038E-03,-7.137240788E-02, 5.204547540E-02, 2.578125000E-01, 2.500000000E-01
      4163, 2.656250000E-01, 2.500000000E-01,-1.776443937E-03,-7.427191424E-02, 5.173871821E-02, 2.656250000E-01, 2.500000000E-01
      4164, 2.734375000E-01, 2.500000000E-01,-1.795985881E-03,-7.715198765E-02, 5.133789970E-02, 2.734375000E-01, 2.500000000E-01
      4165, 2.812500000E-01, 2.500000000E-01,-1.812180452E-03,-8.000840997E-02, 5.084384679E-02, 2.812500000E-01, 2.500000000E-01
      4166, 2.890625000E-01, 2.500000000E-01,-1.824889247E-03,-8.283698828E-02, 5.025728072E-02, 2.890625000E-01, 2.500000000E-01
      4167, 2.968750000E-01, 2.500000000E-01,-1.833948108E-03,-8.563354725E-02, 4.957883265E-02, 2.968750000E-01, 2.500000000E-01
      4168, 3.046875000E-01, 2.500000000E-01,-1.839169448E-03,-8.839392244E-02, 4.880906105E-02, 3.046875000E-01, 2.500000000E-01
      4169, 3.125000000E-01, 2.500000000E-01,-1.840344991E-03,-9.111395477E-02, 4.794847070E-02, 3.125000000E-01, 2.500000000E-01
      4170, 3.203125000E-01, 2.500000000E-01,-1.837249093E-03,-9.378948608E-02, 4.699753286E-02, 3.203125000E-01, 2.500000000E-01
      4171, 3.281250000E-01, 2.500000000E-01,-1.829641438E-03,-9.641635697E-02, 4.595670642E-02, 3.281250000E-01, 2.500000000E-01
      4172, 3.359375000E-01, 2.500000000E-01,-1.817259849E-03,-9.899040242E-02, 4.482645998E-02, 3.359375000E-01, 2.500000000E-01
      4173, 3.437500000E-01, 2.500000000E-01,-1.799833476E-03,-1.015074460E-01, 4.360729445E-02, 3.437500000E-01, 2.500000000E-01
      4174, 3.515625000E-01, 2.500000000E-01,-1.777102717E-03,-1.039633059E-01, 4.229976552E-02, 3.515625000E-01, 2.500000000E-01
      4175, 3.593750000E-01, 2.500000000E-01,-1.748794416E-03,-1.063537989E-01, 4.090450702E-02, 3.593750000E-01, 2.500000000E-01
      4176, 3.671875000E-01, 2.500000000E-01,-1.714623856E-03,-1.086747339E-01, 3.942225360E-02, 3.671875000E-01, 2.500000000E-01
      4177, 3.750000000E-01, 2.500000000E-01,-1.674316610E-03,-1.109219144E-01, 3.785386311E-02, 3.750000000E-01, 2.500000000E-01
      4178, 3.828125000E-01, 2.500000000E-01,-1.627605778E-03,-1.130911456E-01, 3.620033870E-02, 3.828125000E-01, 2.500000000E-01
      4179, 3.906250000E-01, 2.500000000E-01,-1.574231346E-03,-1.151782356E-01, 3.446285069E-02, 3.906250000E-01, 2.500000000E-01
      4180, 3.984375000E-01, 2.500000000E-01,-1.513952446E-03,-1.171790048E-01, 3.264275126E-02, 3.984375000E-01, 2.500000000E-01
      4181, 4.062500000E-01, 2.500000000E-01,-1.446534177E-03,-1.190892855E-01, 3.074161114E-02, 4.062500000E-01, 2.500000000E-01
      4182, 4.140625000E-01, 2.500000000E-01,-1.371758868E-03,-1.209049309E-01, 2.876122661E-02, 4.140625000E-01, 2.500000000E-01
      4183, 4.218750000E-01, 2.500000000E-01,-1.289449170E-03,-1.226218272E-01, 2.670362608E-02, 4.218750000E-01, 2.500000000E-01
      4184, 4.296875000E-01, 2.500000000E-01,-1.199446060E-03,-1.242358976E-01, 2.457110750E-02, 4.296875000E-01, 2.500000000E-01
      4185, 4.375000000E-01, 2.500000000E-01,-1.101616803E-03,-1.257431132E-01, 2.236624628E-02, 4.375000000E-01, 2.500000000E-01
      4186, 4.453125000E-01, 2.500000000E-01,-9.958655359E-04,-1.271395025E-01, 2.009190746E-02, 4.453125000E-01, 2.500000000E-01
      4187, 4.531250000E-01, 2.500000000E-01,-8.821335193E-04,-1.284211641E-01, 1.775125970E-02, 4.531250000E-01, 2.500000000E-01
      4188, 4.609375000E-01, 2.500000000E-01,-7.604026598E-04,-1.295842787E-01, 1.534778603E-02, 4.609375000E-01, 2.500000000E-01
      4189, 4.687500000E-01, 2.500000000E-01,-6.306982333E-04,-1.306251221E-01, 1.288529352E-02, 4.687500000E-01, 2.500000000E-01
      4190, 4.765625000E-01, 2.500000000E-01,-4.930918894E-04,-1.315400795E-01, 1.036792086E-02, 4.765625000E-01, 2.500000000E-01
      4191, 4.843750000E-01, 2.500000000E-01,-3.477044611E-04,-1.323256608E-01, 7.800144352E-03, 4.843750000E-01, 2.500000000E-01
      4192, 4.921875000E-01, 2.500000000E-01,-1.947082544E-04,-1.329785167E-01, 5.186781846E-03, 4.921875000E-01, 2.500000000E-01
      4193, 5.000000000E-01, 2.500000000E-01,-3.432963743E-05,-1.334954554E-01, 2.532994694E-03, 5.000000000E-01, 2.500000000E-01
      4194, 5.078125000E-01, 2.500000000E-01, 1.331538851E-04,-1.338734608E-01,-1.557123313E-04, 5.078125000E-01, 2.500000000E-01
      4195, 5.156250000E-01, 2.500000000E-01, 3.074171621E-04,-1.341097110E-01,-2.873494800E-03, 5.156250000E-01, 2.500000000E-01
      4196, 5.234375000E-01, 2.500000000E-01, 4.880759248E-04,-1.342015983E-01,-5.614174329E-03, 5.234375000E-01, 2.500000000E-01
      4197, 5.312500000E-01, 2.500000000E-01, 6.746771551E-04,-1.341467486E-01,-8.371243665E-03, 5.312500000E-01, 2.500000000E-01
      4198, 5.390625000E-01, 2.500000000E-01, 8.667052575E-04,-1.339430411E-01,-1.113787486E-02, 5.390625000E-01, 2.500000000E-01
      4199, 5.468750000E-01, 2.500000000E-01, 1.063581028E-03,-1.335886315E-01,-1.390693158E-02, 5.468750000E-01, 2.500000000E-01
      4200, 5.546875000E-01, 2.500000000E-01, 1.264655352E-03,-1.330819700E-01,-1.667098189E-02, 5.546875000E-01, 2.500000000E-01
      4201, 5.625000000E-01, 2.500000000E-01, 1.469203817E-03,-1.324218544E-01,-1.942231434E-02, 5.625000000E-01, 2.500000000E-01
      4202, 5.703125000E-01, 2.500000000E-01, 1.676785958E-03,-1.316074120E-01,-2.215295452E-02, 5.703125000E-01, 2.500000000E-01
      4203, 5.781250000E-01, 2.500000000E-01, 1.887370062E-03,-1.306382004E-01,-2.485486561E-02, 5.781250000E-01, 2.500000000E-01
      4204, 5.859375000E-01, 2.500000000E-01, 2.099868983E-03,-1.295142463E-01,-2.751987535E-02, 5.859375000E-01, 2.500000000E-01
      4205, 5.937500000E-01, 2.500000000E-01, 2.312122438E-03,-1.282355439E-01,-3.013923600E-02, 5.937500000E-01, 2.500000000E-01
      4206, 6.015625000E-01, 2.500000000E-01, 2.523019896E-03,-1.268025939E-01,-3.270401815E-02, 6.015625000E-01, 2.500000000E-01
      4207, 6.093750000E-01, 2.500000000E-01, 2.732123101E-03,-1.252167248E-01,-3.520541860E-02, 6.093750000E-01, 2.500000000E-01
      4208, 6.171875000E-01, 2.500000000E-01, 2.938591243E-03,-1.234795993E-01,-3.763451128E-02, 6.171875000E-01, 2.500000000E-01
      4209, 6.250000000E-01, 2.500000000E-01, 3.141466825E-03,-1.215933507E-01,-3.998233370E-02, 6.250000000E-01, 2.500000000E-01
      4210, 6.328125000E-01, 2.500000000E-01, 3.339799615E-03,-1.195606177E-01,-4.223997765E-02, 6.328125000E-01, 2.500000000E-01
      4211, 6.406250000E-01, 2.500000000E-01, 3.532536005E-03,-1.173845750E-01,-4.439862027E-02, 6.406250000E-01, 2.500000000E-01
      4212, 6.484375000E-01, 2.500000000E-01, 3.718591851E-03,-1.150689334E-01,-4.644953229E-02, 6.484375000E-01, 2.500000000E-01
      4213, 6.562500000E-01, 2.500000000E-01, 3.896988596E-03,-1.126179505E-01,-4.838414995E-02, 6.562500000E-01, 2.500000000E-01
      4214, 6.640625000E-01, 2.500000000E-01, 4.066725466E-03,-1.100364474E-01,-5.019415111E-02, 6.640625000E-01, 2.500000000E-01
      4215, 6.718750000E-01, 2.500000000E-01, 4.226806663E-03,-1.073297970E-01,-5.187148544E-02, 6.718750000E-01, 2.500000000E-01
      4216, 6.796875000E-01, 2.500000000E-01, 4.376281585E-03,-1.045039382E-01,-5.340843816E-02, 6.796875000E-01, 2.500000000E-01
      4217, 6.875000000E-01, 2.500000000E-01, 4.514241085E-03,-1.015653674E-01,-5.479768919E-02, 6.875000000E-01, 2.500000000E-01
      4218, 6.953125000E-01, 2.500000000E-01, 4.639824557E-03,-9.852113426E-02,-5.603237228E-02, 6.953125000E-01, 2.500000000E-01
      4219, 7.031250000E-01, 2.500000000E-01, 4.752233146E-03,-9.537882787E-02,-5.710613461E-02, 7.031250000E-01, 2.500000000E-01
      4220, 7.109375000E-01, 2.500000000E-01, 4.850727019E-03,-9.214656889E-02,-5.801319515E-02, 7.109375000E-01, 2.500000000E-01
      4221, 7.187500000E-01, 2.500000000E-01, 4.934664078E-03,-8.883296710E-02,-5.874840430E-02, 7.187500000E-01, 2.500000000E-01
      4222, 7.265625000E-01, 2.500000000E-01, 5.003398935E-03,-8.544713887E-02,-5.930729587E-02, 7.265625000E-01, 2.500000000E-01
      4223, 7.343750000E-01, 2.500000000E-01, 5.056491655E-03,-8.199866792E-02,-5.968614865E-02, 7.343750000E-01, 2.500000000E-01
      4224, 7.421875000E-01, 2.500000000E-01, 5.093563095E-03,-7.849749973E-02,-5.988203377E-02, 7.421875000E-01, 2.500000000E-01
      4225, 7.500000000E-01, 2.500000000E-01, 5.114238534E-03,-7.495399217E-02,-5.989286115E-02, 7.500000000E-01, 2.500000000E-01
      4226, 7.578125000E-01, 2.500000000E-01, 5.118348549E-03,-7.137885349E-02,-5.971742914E-02, 7.578125000E-01, 2.500000000E-01
      4227, 7.656250000E-01, 2.500000000E-01, 5.105777143E-03,-6.778305814E-02,-5.935546019E-02, 7.656250000E-01, 2.500000000E-01
      4228, 7.734375000E-01, 2.500000000E-01, 5.076526424E-03,-6.417782848E-02,-5.880763999E-02, 7.734375000E-01, 2.500000000E-01
      4229, 7.812500000E-01, 2.500000000E-01, 5.030698827E-03,-6.057456345E-02,-5.807564429E-02, 7.812500000E-01, 2.500000000E-01
      4230, 7.890625000E-01, 2.500000000E-01, 4.968501332E-03,-5.698478891E-02,-5.716216685E-02, 7.890625000E-01, 2.500000000E-01
      4231, 7.968750000E-01, 2.500000000E-01, 4.890230952E-03,-5.342009241E-02,-5.607093372E-02, 7.968750000E-01, 2.500000000E-01
      4232, 8.046875000E-01, 2.500000000E-01, 4.796293865E-03,-4.989204422E-02,-5.480670952E-02, 8.046875000E-01, 2.500000000E-01
      4233, 8.125000000E-01, 2.500000000E-01, 4.687202408E-03,-4.641215523E-02,-5.337531491E-02, 8.125000000E-01, 2.500000000E-01
      4234, 8.203125000E-01, 2.500000000E-01, 4.563546637E-03,-4.299180666E-02,-5.178362267E-02, 8.203125000E-01, 2.500000000E-01
      4235, 8.281250000E-01, 2.500000000E-01, 4.425997753E-03,-3.964216468E-02,-5.003954154E-02, 8.281250000E-01, 2.500000000E-01
      4236, 8.359375000E-01, 2.500000000E-01, 4.275306323E-03,-3.637412677E-02,-4.815200511E-02, 8.359375000E-01, 2.500000000E-01
      4237, 8.437500000E-01, 2.500000000E-01, 4.112292478E-03,-3.319825104E-02,-4.613094952E-02, 8.437500000E-01, 2.500000000E-01
      4238, 8.515625000E-01, 2.500000000E-01, 3.937837184E-03,-3.012469344E-02,-4.398728580E-02, 8.515625000E-01, 2.500000000E-01
      4239, 8.593750000E-01, 2.500000000E-01, 3.752877149E-03,-2.716314094E-02,-4.173286587E-02, 8.593750000E-01, 2.500000000E-01
      4240, 8.671875000E-01, 2.500000000E-01, 3.558377355E-03,-2.432276217E-02,-3.938044331E-02, 8.671875000E-01, 2.500000000E-01
      4241, 8.750000000E-01, 2.500000000E-01, 3.355373861E-03,-2.161212780E-02,-3.694362778E-02, 8.750000000E-01, 2.500000000E-01
      4242, 8.828125000E-01, 2.500000000E-01, 3.144914341E-03,-1.903919731E-02,-3.443682414E-02, 8.828125000E-01, 2.500000000E-01
      4243, 8.906250000E-01, 2.500000000E-01, 2.928009362E-03,-1.661123805E-02,-3.187520076E-02, 8.906250000E-01, 2.500000000E-01
      4244, 8.984375000E-01, 2.500000000E-01, 2.705746575E-03,-1.433478174E-02,-2.927462969E-02, 8.984375000E-01, 2.500000000E-01
      4245, 9.062500000E-01, 2.500000000E-01, 2.479205739E-03,-1.221562401E-02,-2.665160536E-02, 9.062500000E-01, 2.500000000E-01
      4246, 9.140625000E-01, 2.500000000E-01, 2.249430471E-03,-1.025875271E-02,-2.402319405E-02, 9.140625000E-01, 2.500000000E-01
      4247, 9.218750000E-01, 2.500000000E-01, 2.017455225E-03,-8.468355553E-03,-2.140696722E-02, 9.218750000E-01, 2.500000000E-01
      4248, 9.296875000E-01, 2.500000000E-01, 1.784312844E-03,-6.847770151E-03,-1.882093470E-02, 9.296875000E-01, 2.500000000E-01
      4249, 9.375000000E-01, 2.500000000E-01, 1.550948691E-03,-5.399526423E-03,-1.628347379E-02, 9.375000000E-01, 2.500000000E-01
      4250, 9.453125000E-01, 2.500000000E-01, 1.318405311E-03,-4.125224931E-03,-1.381326185E-02, 9.453125000E-01, 2.500000000E-01
      4251, 9.531250000E-01, 2.500000000E-01, 1.087384568E-03,-3.025806397E-03,-1.142919704E-02, 9.531250000E-01, 2.500000000E-01
      4252, 9.609375000E-01, 2.500000000E-01, 8.593443731E-04,-2.100936432E-03,-9.150341431E-03, 9.609375000E-01, 2.500000000E-01
      4253, 9.687500000E-01, 2.500000000E-01, 6.340880657E-04,-1.350354547E-03,-6.995805605E-03, 9.687500000E-01, 2.500000000E-01
      4254, 9.765625000E-01, 2.500000000E-01, 4.148647905E-04,-7.709292560E-04,-4.984751214E-03, 9.765625000E-01, 2.500000000E-01
      4255, 9.843750000E-01, 2.500000000E-01, 1.999093560E-04,-3.634258838E-04,-3.136121550E-03, 9.843750000E-01, 2.500000000E-01
      4256, 9.921875000E-01, 2.500000000E-01, 3.439406028E-05,-1.153823534E-04,-1.468901815E-03, 9.921875000E-01, 2.500000000E-01
      4257, 1.000000000E+00, 2.500000000E-01,-2.306125516E-05, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 2.500000000E-01
      4258, 5.724587471E-17, 2.578125000E-01, 1.920082735E-03, 0.000000000E+00, 0.000000000E+00, 5.724587471E-17, 2.578125000E-01
      4259, 7.812500000E-03, 2.578125000E-01, 1.842592482E-03,-1.857229772E-04, 3.634855767E-03, 7.812500000E-03, 2.578125000E-01
      4260, 1.562500000E-02, 2.578125000E-01, 1.614073384E-03,-5.675423680E-04, 7.181494626E-03, 1.562500000E-02, 2.578125000E-01
      4261, 2.343750000E-02, 2.578125000E-01, 1.329733458E-03,-1.167950863E-03, 1.063021926E-02, 2.343750000E-02, 2.578125000E-01
      4262, 3.125000000E-02, 2.578125000E-01, 1.066328511E-03,-1.989431114E-03, 1.397142280E-02, 3.125000000E-02, 2.578125000E-01
      4263, 3.906250000E-02, 2.578125000E-01, 8.173572426E-04,-3.011065344E-03, 1.719723464E-02, 3.906250000E-02, 2.578125000E-01
      4264, 4.687500000E-02, 2.578125000E-01, 5.866648521E-04,-4.222318661E-03, 2.030100515E-02, 4.687500000E-02, 2.578125000E-01
      4265, 5.468750000E-02, 2.578125000E-01, 3.714726347E-04,-5.609197507E-03, 2.327741693E-02, 5.468750000E-02, 2.578125000E-01
      4266, 6.250000000E-02, 2.578125000E-01, 1.720294728E-04,-7.160018327E-03, 2.612226608E-02, 6.250000000E-02, 2.578125000E-01
      4267, 7.031250000E-02, 2.578125000E-01,-1.295201242E-05,-8.862853330E-03, 2.883240593E-02, 7.031250000E-02, 2.578125000E-01
      4268, 7.812500000E-02, 2.578125000E-01,-1.842144531E-04,-1.070668527E-02, 3.140562229E-02, 7.812500000E-02, 2.578125000E-01
      4269, 8.593750000E-02, 2.578125000E-01,-3.427465127E-04,-1.268090371E-02, 3.384053312E-02, 8.593750000E-02, 2.578125000E-01
      4270, 9.375000000E-02, 2.578125000E-01,-4.894212144E-04,-1.477548610E-02, 3.613650176E-02, 9.375000000E-02, 2.578125000E-01
      4271, 1.015625000E-01, 2.578125000E-01,-6.250679368E-04,-1.698089480E-02, 3.829354318E-02, 1.015625000E-01, 2.578125000E-01
      4272, 1.093750000E-01, 2.578125000E-01,-7.505072186E-04,-1.928807526E-02, 4.031222927E-02, 1.093750000E-01, 2.578125000E-01
      4273, 1.171875000E-01, 2.578125000E-01,-8.665683375E-04,-2.168842819E-02, 4.219362566E-02, 1.171875000E-01, 2.578125000E-01
      4274, 1.250000000E-01, 2.578125000E-01,-9.739893640E-04,-2.417380470E-02, 4.393919584E-02, 1.250000000E-01, 2.578125000E-01
      4275, 1.328125000E-01, 2.578125000E-01,-1.073478749E-03,-2.673645483E-02, 4.555072741E-02, 1.328125000E-01, 2.578125000E-01
      4276, 1.406250000E-01, 2.578125000E-01,-1.165699184E-03,-2.936901360E-02, 4.703027252E-02, 1.406250000E-01, 2.578125000E-01
      4277, 1.484375000E-01, 2.578125000E-01,-1.251267448E-03,-3.206447335E-02, 4.838008107E-02, 1.484375000E-01, 2.578125000E-01
      4278, 1.562500000E-01, 2.578125000E-01,-1.330752369E-03,-3.481615895E-02, 4.960254377E-02, 1.562500000E-01, 2.578125000E-01
      4279, 1.640625000E-01, 2.578125000E-01,-1.404674220E-03,-3.761770258E-02, 5.070013896E-02, 1.640625000E-01, 2.578125000E-01
      4280, 1.718750000E-01, 2.578125000E-01,-1.473503756E-03,-4.046301899E-02, 5.167538551E-02, 1.718750000E-01, 2.578125000E-01
